,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna,published,divisa,region
1101,1102,https://www.portalinmobiliario.com/mlc-1245222335-departamento-avenida-lo-ovalle-id-100055-_jm#position=7&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida lo ovalle id: 100055,430000.0,"avenida lo ovalle, lo ovalle, la cisterna",52.0,49.0,0.0,2,2,2,1,0,,80000.0,null,loft,0,0,0,100055,2023-02-11 00:00:00.000000,publicado hace 53 días por houm,-33.5142599,-70.6601565,La cisterna,2022-12-21 17:56:38.676582,pesos,Rm (metropolitana)
1102,1103,https://www.portalinmobiliario.com/mlc-1281354943-amplio-en-la-gloria-_jm#position=8&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,amplio en la gloria,45.0,"los militares 5051, las condes, región metropolitana, chile, nueva las condes, las condes",160.0,145.0,15.0,0,3,3,1,100,1,360000.0,null,piso,0,0,4,eb-mi4655,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4086344,-70.5772632,Las condes,2023-02-12 17:56:38.676587,undefined,Rm (metropolitana)
1103,1104,https://www.portalinmobiliario.com/mlc-1291207820-departamento-avenida-maria-rozas-velasquez-id-88486-_jm#position=9&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida maría rozas velásquez id: 88486,340000.0,"avenida maría rozas velásquez, metro las rejas, estación central",45.0,45.0,0.0,2,2,1,1,0,1,50000.0,null,loft,0,0,0,88486,2023-02-11 00:00:00.000000,publicado hace 21 días por houm,-33.452548,-70.705951,Estación central,2023-01-22 17:56:38.676588,pesos,Rm (metropolitana)
1104,1105,https://www.portalinmobiliario.com/mlc-1308150215-departamento-zenteno-id-15815-_jm#position=10&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento zenteno id: 15815,390000.0,"zenteno, parque o'higgins, santiago",36.0,36.0,0.0,2,2,1,,0,,50000.0,null,loft,0,0,0,15815,2023-02-11 00:00:00.000000,publicado hace 9 días por houm,-33.4656858,-70.6497684,Santiago,2023-02-03 17:56:38.676592,pesos,Rm (metropolitana)
1105,1106,https://www.portalinmobiliario.com/mlc-1294398287-departamento-santa-petronila-id-82743-_jm#position=11&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento santa petronila id: 82743,285000.0,"santa petronila, metro las rejas, estación central",0.0,35.0,0.0,0,0,0,,0,,55000.0,null,,0,0,0,82743,2023-02-11 00:00:00.000000,publicado hace 17 días por houm,-33.4541037,-70.7048823,Estación central,2023-01-26 17:56:38.676597,pesos,Rm (metropolitana)
1106,1107,https://www.portalinmobiliario.com/mlc-1283859549-pedro-alarcon-932-departamento-2d2b3c-san-miguel-_jm#position=12&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"pedro alarcón 932 -  departamento 2d2b(3c), san miguel",394000.0,"alcalde pedro alarcón 932, san miguel, chile, el llano, san miguel",45.0,45.0,1.0,0,2,2,,1,,81000.0,null,departamento,19,16,2,,2023-02-11 00:00:00.000000,publicado hace 29 días por blue home,-33.4868876,-70.64723,San miguel,2023-01-14 17:56:38.676602,pesos,Rm (metropolitana)
1107,1108,https://www.portalinmobiliario.com/mlc-1293246575-departamento-calle-el-molino-id-89536-_jm#position=13&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento calle el molino id: 89536,275000.0,"calle el molino, juan antonio ríos, independencia",47.0,40.0,0.0,1,1,1,,0,,50000.0,null,loft,0,0,0,89536,2023-02-11 00:00:00.000000,publicado hace 18 días por houm,-33.418139,-70.665813,Independencia,2023-01-25 17:56:38.676607,pesos,Rm (metropolitana)
1108,1109,https://www.portalinmobiliario.com/mlc-1313343697-ap-metro-ecuador-conde-del-maule-4470-2d-1bano-_jm#position=14&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,ap metro ecuador - conde del maule 4470 / 2d 1baño,300000.0,"conde del maule 4470, santiago, estación central, chile, san alberto hurtado, estación central",47.0,45.0,0.0,0,2,1,,0,,80000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4540468,-70.6969004,Estación central,2023-02-12 17:56:38.676612,pesos,Rm (metropolitana)
1109,1110,https://www.portalinmobiliario.com/mlc-1289866930-carmen-368-departamento-2d2b4c-santiago-_jm#position=15&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"carmen 368 -  departamento 2d2b(4c), santiago",446000.0,"carmen 368, santiago, chile, santa isabel, santiago",54.0,54.0,0.0,0,2,2,,0,,104000.0,null,departamento,10,20,2,,2023-02-11 00:00:00.000000,publicado hace 23 días por blue home,,,Santiago,2023-01-20 17:56:38.676613,pesos,Rm (metropolitana)
1110,1111,https://www.portalinmobiliario.com/mlc-1307829350-departamento-avenida-ecuador-id-97096-_jm#position=16&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida ecuador id: 97096,253441.0,"avenida ecuador, san alberto hurtado, estación central",0.0,21.0,0.0,0,0,0,,0,,40000.0,null,,0,0,0,97096,2023-02-11 00:00:00.000000,publicado hace 9 días por houm,,,Estación central,2023-02-03 17:56:38.676618,pesos,Rm (metropolitana)
1111,1112,https://www.portalinmobiliario.com/mlc-1290127738-depto-1d1b-i-35-m2-i-metro-santa-lucia-_jm#position=17&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,depto 1d1b i 35 m2 i metro santa lucia ,920.0,"depto 1d 1b i metro santa lucia i ideal inversionistas, santa isabel, santiago",37.0,35.0,2.0,0,1,1,,0,1,60000.0,null,,0,0,18,109748,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4452979,-70.6452237,Santiago,2023-02-12 17:56:38.676623,undefinedconcentavos,Rm (metropolitana)
1112,1113,https://www.portalinmobiliario.com/mlc-1285272082-departamento-toro-mazotte-id-101295-_jm#position=18&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento toro mazotte id: 101295,380000.0,"toro mazotte, san alberto hurtado, estación central",0.0,47.0,0.0,0,0,0,,0,,60000.0,null,,0,0,0,101295,2023-02-11 00:00:00.000000,publicado hace 28 días por houm,-33.4550622,-70.6920243,Estación central,2023-01-15 17:56:38.676624,pesos,Rm (metropolitana)
1113,1114,https://www.portalinmobiliario.com/mlc-1188405735-departamento-blanco-garces-id-20466-_jm#position=19&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento blanco garcés id: 20466,270000.0,"blanco garcés, san alberto hurtado, estación central",40.0,40.0,0.0,1,1,1,,0,,35000.0,null,loft,0,0,0,20466,2023-02-11 00:00:00.000000,publicado hace 2 meses por houm,-33.4503766,-70.6977017,Estación central,2022-12-12 17:56:38.676628,pesos,Rm (metropolitana)
1114,1115,https://www.portalinmobiliario.com/mlc-1284348578-departamento-apostol-santiago-id-48006-_jm#position=20&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento apóstol santiago id: 48006,1060.0,"apóstol santiago, san alberto hurtado, estación central",0.0,42.0,0.0,0,0,0,,0,,80000.0,null,,0,0,0,48006,2023-02-11 00:00:00.000000,publicado hace 29 días por houm,-33.4511772,-70.6928602,Estación central,2023-01-14 17:56:38.676658,undefinedconcentavos,Rm (metropolitana)
1115,1116,https://www.portalinmobiliario.com/mlc-1295939591-departamento-maestra-lidia-torres-id-90470-_jm#position=21&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento maestra lidia torres id: 90470,862.0,"maestra lidia torres, cerro blanco, recoleta",0.0,32.0,0.0,0,0,0,,0,,60000.0,null,,0,0,0,90470,2023-02-11 00:00:00.000000,publicado hace 16 días por houm,-33.4241429,-70.6396761,Recoleta,2023-01-27 17:56:38.676665,undefinedconcentavos,Rm (metropolitana)
1116,1117,https://www.portalinmobiliario.com/mlc-1281167087-departamento-avenida-maria-rozas-velasquez-id-101536-_jm#position=22&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida maría rozas velásquez id: 101536,280000.0,"avenida maría rozas velásquez, metro las rejas, estación central",42.0,42.0,0.0,1,1,1,,0,,45000.0,null,loft,0,0,0,101536,2023-02-11 00:00:00.000000,publicado hace 32 días por houm,-33.4540895,-70.7057476,Estación central,2023-01-11 17:56:38.676670,pesos,Rm (metropolitana)
1117,1118,https://www.portalinmobiliario.com/mlc-1283815484-departamento-avenida-ecuador-id-14917-_jm#position=23&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida ecuador id: 14917,335000.0,"avenida ecuador, san alberto hurtado, estación central",45.0,43.0,0.0,2,2,1,,0,1,50000.0,null,loft,0,0,0,14917,2023-02-11 00:00:00.000000,publicado hace 29 días por houm,-33.4512721,-70.6944976,Estación central,2023-01-14 17:56:38.676674,pesos,Rm (metropolitana)
1118,1119,https://www.portalinmobiliario.com/mlc-1308165115-departamento-garcia-reyes-id-19727-_jm#position=24&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento garcía reyes id: 19727,750.0,"garcía reyes, barrio yungay, santiago",25.0,25.0,0.0,1,1,1,,0,,80000.0,null,loft,0,0,0,19727,2023-02-11 00:00:00.000000,publicado hace 9 días por houm,-33.4406209,-70.6714863,Santiago,2023-02-03 17:56:38.676679,undefinedconcentavos,Rm (metropolitana)
1119,1120,https://www.portalinmobiliario.com/mlc-1306220862-departamento-la-virgen-id-90475-_jm#position=25&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento la virgen id: 90475,927.0,"la virgen, cerro blanco, recoleta",35.0,31.0,0.0,1,1,1,,0,1,60000.0,null,loft,0,0,0,90475,2023-02-11 00:00:00.000000,publicado hace 10 días por houm,,,Recoleta,2023-02-02 17:56:38.676684,undefinedconcentavos,Rm (metropolitana)
1120,1121,https://www.portalinmobiliario.com/mlc-1297012997-departamento-nuevo-en-arriendo-sector-matucana-en-santiago-_jm#position=26&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"departamento nuevo en arriendo, sector matucana en santiago",310000.0,"(mgv) sector matucana y mapocho, parque los reyes, santiago",3078.0,27.0,336.0,0,1,1,25,0,,60000.0,null,,25,15,0,9579,2023-02-11 00:00:00.000000,publicado hace 15 días por elitte propiedades,,,Santiago,2023-01-28 17:56:38.676689,pesos,Rm (metropolitana)
1121,1122,https://www.portalinmobiliario.com/mlc-1303552933-departamento-trinidad-ramirez-id-26720-_jm#position=27&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento trinidad ramírez id: 26720,281407.0,"trinidad ramírez, metro la cisterna, la cisterna",0.0,32.0,0.0,0,0,0,,0,,40000.0,null,,0,0,0,26720,2023-02-11 00:00:00.000000,publicado hace 11 días por houm,-33.5416464,-70.673449,La cisterna,2023-02-01 17:56:38.676694,pesos,Rm (metropolitana)
1122,1123,https://www.portalinmobiliario.com/mlc-1311623288-departamento-conde-del-maule-id-18730-_jm#position=28&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento conde del maule id: 18730,423854.0,"conde del maule, san alberto hurtado, estación central",42.0,41.0,0.0,2,2,1,1,0,1,45000.0,null,loft,0,0,0,18730,2023-02-11 00:00:00.000000,publicado hace 8 días por houm,-33.4531053,-70.692765,Estación central,2023-02-04 17:56:38.676699,pesos,Rm (metropolitana)
1123,1124,https://www.portalinmobiliario.com/mlc-1306265498-departamento-constantino-id-85029-_jm#position=29&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento constantino id: 85029,365669.0,"constantino, san alberto hurtado, estación central",35.0,33.0,0.0,2,2,1,,0,,48000.0,null,loft,0,0,0,85029,2023-02-11 00:00:00.000000,publicado hace 10 días por houm,-33.45044,-70.69599,Estación central,2023-02-02 17:56:38.676704,pesos,Rm (metropolitana)
1124,1125,https://www.portalinmobiliario.com/mlc-1294407726-departamento-vicuna-mackenna-id-87998-_jm#position=30&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento vicuña mackenna id: 87998,330000.0,"vicuña mackenna, metro la cisterna, la cisterna",47.0,45.0,0.0,2,2,1,,0,,35000.0,null,loft,0,0,0,87998,2023-02-11 00:00:00.000000,publicado hace 17 días por houm,,,La cisterna,2023-01-26 17:56:38.676709,pesos,Rm (metropolitana)
1125,1126,https://www.portalinmobiliario.com/mlc-1297010621-departamento-alvarez-de-toledo-id-102960-_jm#position=31&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento álvarez de toledo id: 102960,485000.0,"álvarez de toledo, el llano, san miguel",0.0,42.0,0.0,0,0,0,,0,,95000.0,null,,0,0,0,102960,2023-02-11 00:00:00.000000,publicado hace 15 días por houm,,,San miguel,2023-01-28 17:56:38.676713,pesos,Rm (metropolitana)
1126,1127,https://www.portalinmobiliario.com/mlc-1291220576-departamento-alvarez-de-toledo-id-102206-_jm#position=32&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento álvarez de toledo id: 102206,11.0,"álvarez de toledo, el llano, san miguel",38.0,38.0,0.0,1,1,1,,0,,70000.0,null,loft,0,0,0,102206,2023-02-11 00:00:00.000000,publicado hace 21 días por houm,-33.4913056,-70.6456357,San miguel,2023-01-22 17:56:38.676718,undefined,Rm (metropolitana)
1127,1128,https://www.portalinmobiliario.com/mlc-1268245285-promo-depto-1d1b-2-terrazas-compania-qta-normal-_jm#position=33&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,promo depto 1d1b 2 terrazas - compañia - qta. normal,300000.0,"gruta de lourdes, quinta normal",0.0,45.0,0.0,0,0,0,,0,,0.0,null,,0,0,0,6157348,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Quinta normal,2023-02-12 17:56:38.676723,pesos,Rm (metropolitana)
1128,1129,https://www.portalinmobiliario.com/mlc-1287607296-departamento-vicuna-mackenna-id-89970-_jm#position=34&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento vicuña mackenna id: 89970,295000.0,"vicuña mackenna, metro la cisterna, la cisterna",32.0,30.0,0.0,1,1,1,,0,,50000.0,null,loft,0,0,0,89970,2023-02-11 00:00:00.000000,publicado hace 25 días por houm,-33.5437,-70.65741,La cisterna,2023-01-18 17:56:38.676724,pesos,Rm (metropolitana)
1129,1130,https://www.portalinmobiliario.com/mlc-1310997783-abdon-cifuentes-150-departamento-studio-santiago-_jm#position=35&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"abdón cifuentes 150 -  departamento studio, santiago",321000.0,"abdón cifuentes 150, santiago, chile, barrio república, santiago",0.0,33.0,0.0,0,0,0,,0,,56000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,publicado hace 8 días por blue home,-33.450006,-70.6655564,Santiago,2023-02-04 17:56:38.676729,pesos,Rm (metropolitana)
1130,1131,https://www.portalinmobiliario.com/mlc-1237131436-potencial-local-cercano-metro-salvador-_jm#position=36&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,potencial local cercano metro salvador,1300000.0,"huelén 85, providencia, chile, salvador, providencia",0.0,100.0,0.0,0,0,0,,0,,100000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4318738,-70.6230039,Providencia,2023-02-12 17:56:38.676734,pesos,Rm (metropolitana)
1131,1132,https://www.portalinmobiliario.com/mlc-1308501602-departamento-nicasio-retamales-id-21058-_jm#position=37&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento nicasio retamales id: 21058,276035.0,"nicasio retamales, universidad de santiago, estación central",42.0,40.0,0.0,1,1,1,,0,,50000.0,null,loft,0,0,0,21058,2023-02-11 00:00:00.000000,publicado hace 9 días por houm,-33.4558409,-70.6888659,Estación central,2023-02-03 17:56:38.676735,pesos,Rm (metropolitana)
1132,1133,https://www.portalinmobiliario.com/mlc-1294411043-departamento-avenida-lo-espejo-id-101914-_jm#position=38&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida lo espejo id: 101914,370000.0,"avenida lo espejo, metro la cisterna, la cisterna",0.0,35.0,0.0,0,0,0,,0,,60000.0,null,,0,0,0,101914,2023-02-11 00:00:00.000000,publicado hace 17 días por houm,-33.5419209,-70.6777164,La cisterna,2023-01-26 17:56:38.676739,pesos,Rm (metropolitana)
1133,1134,https://www.portalinmobiliario.com/mlc-1284361459-departamento-maximo-humbser-id-92320-_jm#position=39&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento máximo humbser id: 92320,813.0,"máximo humbser, centro histórico de santiago, santiago",0.0,35.0,0.0,0,0,0,,0,,50000.0,null,,0,0,0,92320,2023-02-11 00:00:00.000000,publicado hace 29 días por houm,-33.4396481,-70.645041,Santiago,2023-01-14 17:56:38.676744,undefinedconcentavos,Rm (metropolitana)
1134,1135,https://www.portalinmobiliario.com/mlc-1305630573-departamento-rio-quetro-id-82121-_jm#position=40&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento río quetro id: 82121,437575.0,"río quetro, nogales - san eugenio, estación central",45.0,45.0,0.0,2,2,1,,0,,1.0,null,loft,0,0,0,82121,2023-02-11 00:00:00.000000,publicado hace 11 días por houm,-33.4688252,-70.7040086,Estación central,2023-02-01 17:56:38.676749,pesos,Rm (metropolitana)
1135,1136,https://www.portalinmobiliario.com/mlc-1293460798-arriendo-departamento-vitacura-pio-xi-pedro-canisio-_jm#position=41&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,arriendo departamento vitacura: pío xi / pedro canisio,28.0,"pío xi / pedro canisio: parque arauco, pío xi, vitacura",110.0,94.0,16.0,0,2,3,1,0,1,225000.0,null,,13,4,10,136613,2023-02-11 00:00:00.000000,publicado hace 18 días por romo propiedades,,,Vitacura,2023-01-25 17:56:38.676754,undefined,Rm (metropolitana)
1136,1137,https://www.portalinmobiliario.com/mlc-1287432123-morande-924-departamento-1d1b-santiago-_jm#position=42&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"morandé 924 -  departamento 1d1b, santiago",306000.0,"morandé 924, santiago, chile, centro histórico de santiago, santiago",0.0,33.0,0.0,0,0,0,,0,,70000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,publicado hace 25 días por blue home,-33.4329111,-70.654753,Santiago,2023-01-18 17:56:38.676759,pesos,Rm (metropolitana)
1137,1138,https://www.portalinmobiliario.com/mlc-1287565426-departamento-radal-id-99948-_jm#position=43&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento radal id: 99948,276450.0,"radal, metro ecuador, estación central",38.0,36.0,0.0,1,1,1,,0,1,55000.0,null,loft,0,0,0,99948,2023-02-11 00:00:00.000000,publicado hace 25 días por houm,-33.4551111,-70.7016801,Estación central,2023-01-18 17:56:38.676764,pesos,Rm (metropolitana)
1138,1139,https://www.portalinmobiliario.com/mlc-1019515531-depto-nuevo-edificio-exclusivo-arrendatarios-2dorm-2banos-_jm#position=44&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"depto nuevo, edificio exclusivo arrendatarios - 2dorm 2baños",486625.0,"av. lo ovalle 900 - 1200, san miguel, chile, ciudad del niño, san miguel",665.0,64.0,0.0,0,2,2,,4,,0.0,null,,21,8,13,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.5139202,-70.6597161,San miguel,2023-02-12 17:56:38.676769,pesos,Rm (metropolitana)
1139,1140,https://www.portalinmobiliario.com/mlc-1293209603-precioso-departamento-en-bulnes-_jm#position=45&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,precioso departamento en bulnes,350000.0,"paseo bulnes 241, santiago, chile, bulnes, santiago",37.0,37.0,0.0,0,1,1,,2,,50000.0,null,,6,4,1,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4490851,-70.6528804,Santiago,2023-02-12 17:56:38.676770,pesos,Rm (metropolitana)
1140,1141,https://www.portalinmobiliario.com/mlc-1309890756-santa-isabel-55-departamento-2d2b4c-santiago-_jm#position=46&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"santa isabel 55 -  departamento 2d2b(4c), santiago",486000.0,"santa isabel 55, santiago, chile, santa isabel, santiago",49.0,49.0,0.0,0,2,2,,2,,95000.0,null,departamento,22,13,2,,2023-02-11 00:00:00.000000,publicado hace 8 días por blue home,-33.4475106,-70.6331752,Santiago,2023-02-04 17:56:38.676771,pesos,Rm (metropolitana)
1141,1142,https://www.portalinmobiliario.com/mlc-1287532106-sara-del-campo-535-departamento-1d1b-santiago-_jm#position=47&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"sara del campo 535 -  departamento 1d1b, santiago",297000.0,"sara del campo 535, santiago, chile, santa isabel, santiago",0.0,33.0,0.0,0,0,0,,0,,81000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,publicado hace 25 días por blue home,-33.444421,-70.6435261,Santiago,2023-01-18 17:56:38.676776,pesos,Rm (metropolitana)
1142,1143,https://www.portalinmobiliario.com/mlc-1312930007-arriendo-sin-aval-2h-1b-metro-hospitales-_jm#position=48&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,arriendo sin aval 2h 1b metro hospitales ,300000.0,"pasaje leonor cepeda 952, hospitales, independencia",40.0,38.0,0.0,0,2,1,,0,,0.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Independencia,2023-02-12 17:56:38.676781,pesos,Rm (metropolitana)
1143,1144,https://www.portalinmobiliario.com/mlc-1288438477-departamento-en-arriendo-en-vitacura-_jm#position=49&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento en arriendo en vitacura,73.0,"nueva costanera-candelaria goyenechea-bicentenario, parque bicentenario, vitacura",0.0,140.0,0.0,0,0,0,,0,,0.0,null,,0,0,0,5351,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.402386,-70.5960979,Vitacura,2023-02-12 17:56:38.676781,undefined,Rm (metropolitana)
1144,1145,https://www.portalinmobiliario.com/mlc-1267267267-departamento-en-arriendo-de-3-dorm-en-las-condes-_jm#position=50&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento en arriendo de 3 dorm. en las condes,33.0,"metro el golf, barrio el golf, las condes",0.0,112.0,0.0,0,0,0,,0,,160000.0,null,,0,0,0,383259,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4165579,-70.5985452,Las condes,2023-02-12 17:56:38.676782,undefined,Rm (metropolitana)
1145,1146,https://www.portalinmobiliario.com/mlc-1313666131-departamento-en-arriendo-de-2-dorm-en-las-condes-_jm#position=1&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,departamento en arriendo de 2 dorm. en las condes,980000.0,"kennedy lateral // amoblado //cerro la parva, vitacura",77.0,75.0,2.0,0,2,2,,0,,130000.0,null,,25,6,18,5205,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.3939604,-70.5605273,Vitacura,2023-02-12 17:56:38.676783,pesos,Rm (metropolitana)
1146,1147,https://www.portalinmobiliario.com/mlc-1259452863-un-ambiente-en-arriendo-metro-el-parron-depto-_jm#position=2&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,un ambiente en arriendo. metro el parrón. depto. ,220000.0,"avenida el parrón 103, la cisterna, chile, el parrón, la cisterna",0.0,25.0,0.0,0,0,0,,0,,30000.0,null,,0,0,0,1259452863,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,La cisterna,2023-02-12 17:56:38.676784,pesos,Rm (metropolitana)
1147,1148,https://www.portalinmobiliario.com/mlc-1289885625-pedro-alarcon-932-departamento-2d2b3c-san-miguel-_jm#position=3&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,"pedro alarcón 932 -  departamento 2d2b(3c), san miguel",394000.0,"alcalde pedro alarcón 932, san miguel, chile, el llano, san miguel",45.0,45.0,1.0,0,2,2,,2,,81000.0,null,departamento,19,16,2,,2023-02-11 00:00:00.000000,publicado hace 23 días por blue home,-33.4868876,-70.64723,San miguel,2023-01-20 17:56:38.676785,pesos,Rm (metropolitana)
1148,1149,https://www.portalinmobiliario.com/mlc-1302864026-juan-mitjans-105-departamento-2d1b-macul-_jm#position=4&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,"juan mitjans 105 -  departamento 2d1b, macul",473000.0,"juan mitjans 105, macul, chile, metro rodrigo de araya, macul",51.0,51.0,0.0,0,2,1,,0,,80000.0,null,departamento,20,13,2,0,2023-02-11 00:00:00.000000,publicado hace 11 días por blue home,-33.4783237,-70.6216561,Macul,2023-02-01 17:56:38.676790,pesos,Rm (metropolitana)
1149,1150,https://www.portalinmobiliario.com/mlc-1303548908-sara-del-campo-535-departamento-loft-santiago-_jm#position=5&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,"sara del campo 535 -  departamento loft, santiago",435000.0,"sara del campo 535, santiago, chile, santa isabel, santiago",46.0,46.0,1.0,0,1,1,,0,,86000.0,null,departamento,0,0,0,,2023-02-11 00:00:00.000000,publicado hace 11 días por blue home,-33.444421,-70.6435261,Santiago,2023-02-01 17:56:38.676795,pesos,Rm (metropolitana)
1150,1151,https://www.portalinmobiliario.com/mlc-1288928340-departamento-en-arriendo-en-santiago-_jm#position=6&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,departamento en arriendo en santiago,340000.0,"santa elena / av matta, barrio diez de julio, santiago",32.0,27.0,5.0,0,1,1,,0,1,55000.0,null,,13,0,2,388266,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4541568,-70.6317418,Santiago,2023-02-12 17:56:38.676800,pesos,Rm (metropolitana)
1151,1152,https://www.portalinmobiliario.com/mlc-1297041550-casona-valdes-_jm#position=7&search_layout=stack&type=item&tracking_id=e08def42-1f2c-43b0-ad00-7beece2c5351,casona valdes,350000.0,"lucrecia valdés de barros borgoño 333, santiago, chile, barrio yungay, santiago",30.0,30.0,0.0,0,1,1,,2,,0.0,null,,2,4,2,,2023-02-11 00:00:00.000000,02_11_2023,-33.4418809,-70.6758408,Santiago,2023-02-12 17:56:38.676801,pesos,Rm (metropolitana)
